鳥種,數量,距離,結群,備註,組別,樣點編號,"棲地類型
 (其他說明)",X座標,Y座標,調查者,"調查旅次
編號",天氣代號,"開始時間
（時）","開始時間
（分）",年,月,日
麻雀,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,E,16,42,2024,3,29
紅嘴黑鵯,3,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,E,16,42,2024,3,29
白頭翁,2,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,E,16,42,2024,3,29
金背鳩,2,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,E,16,42,2024,3,29
麻雀,2,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,E,16,42,2024,3,29
野鴿,1,D,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,E,16,52,2024,3,29
白頭翁,3,A,N,叫聲,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,E,16,52,2024,3,29
喜鵲,3,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,E,16,52,2024,3,29
黃頭鷺,2,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,E,16,52,2024,3,29
紅嘴黑鵯,2,D,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,E,16,52,2024,3,29
白尾八哥,2,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,E,16,52,2024,3,29
黑領椋鳥,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,E,16,52,2024,3,29
五色鳥,1,A,N,叫聲,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,E,16,52,2024,3,29
白頭翁,1,A,N,叫聲,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,E,17,2,2024,3,29
紅嘴黑鵯,3,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,E,17,2,2024,3,29
斯氏繡眼,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,E,17,2,2024,3,29
黑領椋鳥,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,E,17,2,2024,3,29
五色鳥,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,E,17,2,2024,3,29
樹鵲,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,E,17,2,2024,3,29
白頭翁,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,E,17,2,2024,3,29
樹鵲,1,A,N,叫聲,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,E,17,2,2024,3,29
黑冠麻鷺,1,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,E,17,2,2024,3,29
五色鳥,1,A,N,叫聲,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,E,17,2,2024,3,29
黑領椋鳥,1,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,E,17,2,2024,3,29
白尾八哥,1,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,E,17,2,2024,3,29
白頭翁,3,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,E,17,2,2024,3,29
野鴿,1,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,E,8,25,2024,4,1
白頭翁,2,D,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,E,8,25,2024,4,1
麻雀,2,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,E,8,25,2024,4,1
紅嘴黑鵯,1,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,E,8,25,2024,4,1
樹鵲,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,25,2024,4,1
金背鳩,3,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,25,2024,4,1
家八哥,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,25,2024,4,1
紅嘴黑鵯,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
白頭翁,2,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
金背鳩,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
紅嘴黑鵯,2,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
麻雀,1,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
紅嘴黑鵯,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
五色鳥,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
白頭翁,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
黑領椋鳥,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
麻雀,1,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
喜鵲,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
麻雀,1,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,15,2024,4,1
麻雀,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
紅嘴黑鵯,2,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
麻雀,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
野鴿,2,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
家八哥,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
白頭翁,1,D,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
紅嘴黑鵯,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
白頭翁,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
白頭翁,2,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
黑冠麻鷺,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
金背鳩,1,A,N,叫聲,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
鵲鴝,1,A,N,叫聲,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
白尾八哥,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,36,2024,4,1
紅嘴黑鵯,1,A,N,叫聲,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,45,2024,4,1
白頭翁,3,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,45,2024,4,1
鵲鴝,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,45,2024,4,1
白尾八哥,1,D,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,45,2024,4,1
白尾八哥,2,D,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,45,2024,4,1
白尾八哥,2,D,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,45,2024,4,1
樹鵲,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,45,2024,4,1
白頭翁,2,A,N,叫聲,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,45,2024,4,1
黑領椋鳥,2,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,55,2024,4,1
金背鳩,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,55,2024,4,1
白頭翁,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,B,8,55,2024,4,1
黃頭鷺,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,B,8,55,2024,4,1
紅嘴黑鵯,3,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,B,8,55,2024,4,1
白頭翁,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,B,8,55,2024,4,1
鵲鴝,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,B,8,55,2024,4,1
灰鶺鴒,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,B,8,55,2024,4,1
樹鵲,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,B,8,55,2024,4,1
白尾八哥,2,D,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,B,9,4,2024,4,1
白頭翁,2,D,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,B,9,4,2024,4,1
五色鳥,1,A,N,叫聲,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,B,9,4,2024,4,1
紅嘴黑鵯,10,A,Y,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,B,9,4,2024,4,1
金背鳩,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,9,4,2024,4,1
斯氏繡眼,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,9,4,2024,4,1
家燕,1,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,9,4,2024,4,1
白頭翁,1,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,9,4,2024,4,1
金背鳩,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,9,4,2024,4,1
紅嘴黑鵯,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,23,2024,4,1
樹鵲,15,A,Y,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,23,2024,4,1
斯氏繡眼,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,23,2024,4,1
白尾八哥,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,23,2024,4,1
黑領椋鳥,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,23,2024,4,1
白頭翁,1,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,23,2024,4,1
紅嘴黑鵯,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,13,2024,4,1
紅嘴黑鵯,2,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,13,2024,4,1
斯氏繡眼,2,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,13,2024,4,1
家燕,3,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,13,2024,4,1
白頭翁,5,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,13,2024,4,1
白尾八哥,2,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟,,C,16,13,2024,4,1
家燕,2,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,C,16,13,2024,4,1
白尾八哥,1,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,C,16,13,2024,4,1
樹鵲,1,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,C,16,35,2024,4,1
白頭翁,1,A,N,叫聲,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,C,16,35,2024,4,1
五色鳥,1,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,C,16,35,2024,4,1
夜鷺,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,C,16,35,2024,4,1
白頭翁,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,C,16,35,2024,4,1
金背鳩,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,C,16,35,2024,4,1
斯氏繡眼,1,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,C,16,35,2024,4,1
白頭翁,1,D,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,35,2024,4,1
喜鵲,2,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,35,2024,4,1
鵲鴝,2,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,43,2024,4,1
紅嘴黑鵯,6,D,Y,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,43,2024,4,1
家燕,1,D,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,43,2024,4,1
喜鵲,1,D,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,43,2024,4,1
紅嘴黑鵯,2,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,43,2024,4,1
家八哥,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,43,2024,4,1
紅嘴黑鵯,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,51,2024,4,1
斯氏繡眼,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,51,2024,4,1
金背鳩,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,51,2024,4,1
白頭翁,2,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟,,C,16,51,2024,4,1
白頭翁,1,A,N,叫聲,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,C,16,51,2024,4,1
鵲鴝,1,A,N,叫聲,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,C,17,1,2024,4,1
五色鳥,1,A,N,叫聲,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,C,17,1,2024,4,1
家燕,2,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,C,17,1,2024,4,1
紅嘴黑鵯,3,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,C,17,1,2024,4,1
喜鵲,1,A,N,叫聲,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,C,17,1,2024,4,1
喜鵲,2,D,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,C,17,1,2024,4,1
金背鳩,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,C,17,1,2024,4,1
黑領椋鳥,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,C,17,1,2024,4,1
野鴿,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟,,C,17,1,2024,4,1
黃頭鷺,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,17,1,2024,4,1
五色鳥,1,A,N,叫聲,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,17,1,2024,4,1
白頭翁,1,A,N,叫聲,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,17,1,2024,4,1
白頭翁,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,17,1,2024,4,1
紅嘴黑鵯,3,D,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,17,1,2024,4,1
金背鳩,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,17,1,2024,4,1
白頭翁,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,8,20,2024,4,8
黑領椋鳥,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,8,20,2024,4,8
家八哥,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,8,20,2024,4,8
野鴿,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,8,10,2024,4,8
家燕,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,8,10,2024,4,8
白頭翁,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,8,10,2024,4,8
鵲鴝,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,8,10,2024,4,8
野鴿,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟,,C,8,10,2024,4,8
紅嘴黑鵯,6,A,Y,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,C,8,10,2024,4,8
麻雀,3,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,C,8,10,2024,4,8
黑領椋鳥,1,D,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,C,8,10,2024,4,8
黃頭鷺,1,D,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,C,8,30,2024,4,8
白尾八哥,1,D,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,C,8,30,2024,4,8
白尾八哥,3,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,C,8,30,2024,4,8
紅嘴黑鵯,2,D,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,C,8,30,2024,4,8
家燕,1,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,C,8,30,2024,4,8
紅嘴黑鵯,2,D,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,C,8,30,2024,4,8
紅嘴黑鵯,3,D,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟,,C,8,30,2024,4,8
白頭翁,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,A,8,30,2024,4,8
紅嘴黑鵯,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,A,8,30,2024,4,8
金背鳩,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,A,8,30,2024,4,8
麻雀,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,A,8,30,2024,4,8
白頭翁,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,A,8,30,2024,4,8
白尾八哥,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,A,8,30,2024,4,8
珠頸斑鳩,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,A,8,30,2024,4,8
紅嘴黑鵯,2,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,A,8,30,2024,4,8
麻雀,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,A,8,38,2024,4,8
金背鳩,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,A,8,38,2024,4,8
野鴿,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,A,8,38,2024,4,8
紅鳩,1,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,A,8,38,2024,4,8
黑鳶,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,A,8,38,2024,4,8
白尾八哥,1,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,A,8,38,2024,4,8
白尾八哥,2,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,A,8,38,2024,4,8
黑領椋鳥,2,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟,,A,8,46,2024,4,8
麻雀,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,46,2024,4,8
鵲鴝,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,46,2024,4,8
麻雀,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,46,2024,4,8
白頭翁,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,46,2024,4,8
白尾八哥,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,46,2024,4,8
金背鳩,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,46,2024,4,8
斯氏繡眼,2,D,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,46,2024,4,8
白頭翁,1,D,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,55,2024,4,8
家燕,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,55,2024,4,8
金背鳩,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,55,2024,4,8
鵲鴝,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,55,2024,4,8
五色鳥,1,A,N,,2,F1,,121.543228,25.018661,古曜菖，林豈弟，宋采芸,,A,8,55,2024,4,8
白頭翁,1,A,N,叫聲,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,8,55,2024,4,8
紅嘴黑鵯,2,D,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,8,55,2024,4,8
鵲鴝,1,A,N,叫聲,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,8,55,2024,4,8
麻雀,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,8,55,2024,4,8
金背鳩,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,8,55,2024,4,8
鵲鴝,1,D,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,16,32,2024,4,8
家八哥,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,16,32,2024,4,8
白尾八哥,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,16,42,2024,4,8
麻雀,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,16,24,2024,4,8
麻雀,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,16,24,2024,4,8
白頭翁,1,D,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,16,24,2024,4,8
麻雀,1,A,N,,2,E3,,121.543579,25.019495,古曜菖，林豈弟，宋采芸,,A,16,24,2024,4,8
黑領椋鳥,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,24,2024,4,8
五色鳥,1,A,N,叫聲,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,24,2024,4,8
喜鵲,1,D,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,24,2024,4,8
紅嘴黑鵯,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,42,2024,4,8
鵲鴝,1,D,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,42,2024,4,8
白頭翁,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,42,2024,4,8
白頭翁,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,42,2024,4,8
白頭翁,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,42,2024,4,8
樹鵲,1,A,N,叫聲,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,51,2024,4,8
喜鵲,2,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,51,2024,4,8
樹鵲,1,D,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,51,2024,4,8
金背鳩,1,A,N,,2,E2,,121.543946,25.020003,古曜菖，林豈弟，宋采芸,,A,16,51,2024,4,8
黑領椋鳥,2,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,16,51,2024,4,8
白鶺鴒,1,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,16,59,2024,4,8
麻雀,5,A,Y,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,16,59,2024,4,8
金背鳩,1,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,16,59,2024,4,8
斯氏繡眼,2,D,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,16,59,2024,4,8
金背鳩,1,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,16,59,2024,4,8
黃頭鷺,1,D,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,16,59,2024,4,8
五色鳥,1,D,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,17,8,2024,4,8
白尾八哥,1,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,17,8,2024,4,8
麻雀,3,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,17,8,2024,4,8
紅嘴黑鵯,2,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,17,8,2024,4,8
麻雀,2,A,N,,2,E1,,121.542311,25.020043,古曜菖，林豈弟，宋采芸,,A,17,8,2024,4,8
白尾八哥,1,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,24,2024,4,15
家燕,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,24,2024,4,15
家燕,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,24,2024,4,15
白頭翁,2,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,24,2024,4,15
家燕,2,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,24,2024,4,15
白尾八哥,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,24,2024,4,15
紅嘴黑鵯,2,D,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,24,2024,4,15
鵲鴝,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,24,2024,4,15
紅嘴黑鵯,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,24,2024,4,15
白尾八哥,3,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,24,2024,4,15
紅嘴黑鵯,2,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,14,2024,4,15
金背鳩,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,14,2024,4,15
斯氏繡眼,1,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,14,2024,4,15
白頭翁,3,A,N,,2,F3,,121.545201,25.018438,古曜菖，林豈弟，宋采芸,,B,8,14,2024,4,15
家燕,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,14,2024,4,15
白尾八哥,3,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,14,2024,4,15
麻雀,1,A,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,14,2024,4,15
喜鵲,1,D,N,,2,F2,,121.543989,25.017884,古曜菖，林豈弟，宋采芸,,B,8,14,2024,4,15
